,prod_lote,quant_lote,data_prod,target_data_prod,produto_prod_type,prodvol_target,codigo_prod_rfid,codigo_prod_qr,list_flag_prod
700,LOTE0050,100,03-07-2022 13:16:30,100,MASTER LP,100,81031007F6477DDA2A193840,6ACE72C22DBB03A1MASTERLP,Y
701,LOTE0050,100,03-07-2022 13:16:34,100,MASTER LP,100,E0CD3A4DEEDA6D89A939A602,55CA068196038844MASTERLP,Y
702,LOTE0050,100,03-07-2022 13:16:37,100,MASTER LP,100,B19ADFDD1A6E2E2CCE7B8805,54A615FA4925234DMASTERLP,Y
703,LOTE0050,100,03-07-2022 13:16:41,100,MASTER LP,100,A5154E418786CC80DAEB2043,81EB40EB8268BD6FMASTERLP,Y
704,LOTE0050,100,03-07-2022 13:16:46,100,MASTER LP,100,5E9C83AAA1DB2B9737E518FF,CD216355C74D1EB5MASTERLP,Y
705,LOTE0050,100,03-07-2022 13:16:48,100,MASTER LP,100,2B5F44B4462049089E96F51B,CCF0BAE787C6612BMASTERLP,Y
706,LOTE0050,100,03-07-2022 13:16:53,100,MASTER LP,100,2BED28243ED14EEF96347BF0,DDA26E427FF5D717MASTERLP,Y
707,LOTE0050,100,03-07-2022 13:16:55,100,MASTER LP,100,60332D5E571FB811977BF17A,3DBB23F7CBC901C1MASTERLP,Y
708,LOTE0050,100,03-07-2022 13:17:01,100,MASTER LP,100,C380662324BE04F76119C5DF,6968BAEE0506C9B6MASTERLP,Y
709,LOTE0050,100,03-07-2022 13:17:07,100,MASTER LP,100,61EEE1991046C6B985053B08,7802BF2D7A7690B3MASTERLP,Y
710,LOTE0050,100,03-07-2022 13:17:10,100,MASTER LP,100,9F4397E3123C52B27B74D780,2F86A26160BCBC69MASTERLP,Y
711,LOTE0050,100,03-07-2022 13:17:12,100,MASTER LP,100,4C25617C45B9B4D7D093AE87,E9C2CEF23CB14A8DMASTERLP,Y
712,LOTE0050,100,03-07-2022 13:17:16,100,MASTER LP,100,28ACD8089410E81FCC802A96,592EBC4A28BF2EBFMASTERLP,Y
713,LOTE0050,100,03-07-2022 13:17:18,100,MASTER LP,100,7DE4ABBD97DE23FFC4A5FD05,A20518D23F451E2FMASTERLP,Y
714,LOTE0050,100,03-07-2022 13:17:20,100,MASTER LP,100,B8EF2864182C12BFD3F5E520,330CF10311905766MASTERLP,Y
715,LOTE0050,100,03-07-2022 13:17:25,100,MASTER LP,100,91AE159E12EF3ABA4EDB8DD8,B3C7476696BE4CD4MASTERLP,Y
716,LOTE0050,100,03-07-2022 13:17:30,100,MASTER LP,100,68E589EFBE2E70DA7ABA859C,222949B5431B80CEMASTERLP,Y
717,LOTE0050,100,03-07-2022 13:17:33,100,MASTER LP,100,D826F79C638183887D2F6A8C,2DB428B164788938MASTERLP,Y
718,LOTE0050,100,03-07-2022 13:17:36,100,MASTER LP,100,462E59D7FCE0917E24B597F6,CA3F2B0E9EA67732MASTERLP,Y
719,LOTE0050,100,03-07-2022 13:17:39,100,MASTER LP,100,7ADFEFF7A1176931AE9E5971,2B42D5FA9F2B1736MASTERLP,Y
720,LOTE0050,100,03-07-2022 13:17:43,100,MASTER LP,100,8BBD9C6D34439658878670B0,0C105E8A3DEC8C0EMASTERLP,Y
721,LOTE0050,100,03-07-2022 13:17:45,100,MASTER LP,100,9139B5D7288DB638638CFC70,E4EE2EBA64815CF6MASTERLP,Y
722,LOTE0050,100,03-07-2022 13:17:49,100,MASTER LP,100,2CC5C01BB9E59F15F760EF9E,D137D94FC101EA40MASTERLP,Y
723,LOTE0050,100,03-07-2022 13:17:52,100,MASTER LP,100,98D6F84962271A15362998D9,26618AE9D1787CAAMASTERLP,Y
724,LOTE0050,100,03-07-2022 13:17:56,100,MASTER LP,100,9DCB59B614A504A5046C7031,3FFD8AA18976D06CMASTERLP,Y
725,LOTE0050,100,03-07-2022 13:18:02,100,MASTER LP,100,36C7F4C138EABB71DEBF89BE,0BB15C329A677C30MASTERLP,Y
726,LOTE0050,100,03-07-2022 13:18:04,100,MASTER LP,100,E483FC8B9D6424003A9EE107,82596F8642027819MASTERLP,Y
727,LOTE0050,100,03-07-2022 13:18:10,100,MASTER LP,100,585F77EDD8DB6ED71FAA3E41,9EDC363C353AAF08MASTERLP,Y
728,LOTE0050,100,03-07-2022 13:18:16,100,MASTER LP,100,BFDC8162F8588B763F59C888,3D4F5B4A0564F130MASTERLP,Y
729,LOTE0050,100,03-07-2022 13:18:19,100,MASTER LP,100,E954D594698D105C3C7F58E0,E5B3EE0DC781B040MASTERLP,Y
730,LOTE0050,100,03-07-2022 13:18:24,100,MASTER LP,100,343461E216EA4BC872CA017C,263313B7E2E8F590MASTERLP,Y
731,LOTE0050,100,03-07-2022 13:18:28,100,MASTER LP,100,742DBBC736D5559EA419B5A8,D759A09E82CD8EF7MASTERLP,Y
732,LOTE0050,100,03-07-2022 13:18:30,100,MASTER LP,100,9708F4782D3D8A5550ADEF68,137B2C489D1830CFMASTERLP,Y
733,LOTE0050,100,03-07-2022 13:18:33,100,MASTER LP,100,8D771FD71CC6A7BC8A05A787,3CA6B7CEBB971A62MASTERLP,Y
734,LOTE0050,100,03-07-2022 13:18:38,100,MASTER LP,100,2A2A0387D04342690166E178,5C6BB4BA32AEBDAAMASTERLP,Y
735,LOTE0050,100,03-07-2022 13:18:43,100,MASTER LP,100,19CC1DF24B706F89A9096985,C28A9A3323BDFAFAMASTERLP,Y
736,LOTE0050,100,03-07-2022 13:18:49,100,MASTER LP,100,B44F626FF60E53A47FEE98FE,4A41804E1A962C1DMASTERLP,Y
737,LOTE0050,100,03-07-2022 13:18:53,100,MASTER LP,100,E7DF7CE711B8792130E10F7D,DDC62134211ADBBCMASTERLP,Y
738,LOTE0050,100,03-07-2022 13:18:58,100,MASTER LP,100,54CBE4F130FB5F77F8C816F7,46CA93D6250F67C3MASTERLP,Y
739,LOTE0050,100,03-07-2022 13:19:01,100,MASTER LP,100,7F8672CA23A5D601969F011F,A2E47D1A69561E87MASTERLP,Y
740,LOTE0050,100,03-07-2022 13:19:07,100,MASTER LP,100,B03B95066B9CB784403DFEFA,7CD1BE3E79F5E9E1MASTERLP,Y
741,LOTE0050,100,03-07-2022 13:19:10,100,MASTER LP,100,D7E1A6D64AE3D1F07CAD9D38,3931E4B15514C086MASTERLP,Y
742,LOTE0050,100,03-07-2022 13:19:12,100,MASTER LP,100,8436048487817C00600CF598,817EAC64B5D73B8DMASTERLP,Y
743,LOTE0050,100,03-07-2022 13:19:15,100,MASTER LP,100,E78445464C8C08AB530B8209,6764B48DCC1310F6MASTERLP,Y
744,LOTE0050,100,03-07-2022 13:19:17,100,MASTER LP,100,ACBC455E1722DEE1BF09F75D,4EE614B6EA3BBE3DMASTERLP,Y
745,LOTE0050,100,03-07-2022 13:19:21,100,MASTER LP,100,16C88D823AD84AD60BCE2C9C,083FA3986487D154MASTERLP,Y
746,LOTE0050,100,03-07-2022 13:19:27,100,MASTER LP,100,C9CCD8F5CBE194660C33C670,4175178F2C665C03MASTERLP,Y
747,LOTE0050,100,03-07-2022 13:19:32,100,MASTER LP,100,735105939F42F8DCC1C09F1C,FD44567E1F280DEDMASTERLP,Y
748,LOTE0050,100,03-07-2022 13:19:34,100,MASTER LP,100,0F6FC7C3C8CCE1DE47573B57,6A77395DFDC74300MASTERLP,Y
749,LOTE0050,100,03-07-2022 13:19:39,100,MASTER LP,100,61CD2EDED9493043138CCC20,EB72BA636784E86AMASTERLP,Y
750,LOTE0050,100,03-07-2022 13:19:45,100,MASTER LP,100,2092017F02914027A6511B36,22520B3195F3B11EMASTERLP,N
751,LOTE0050,100,03-07-2022 13:19:47,100,MASTER LP,100,59A962CDA87AB38FBBED8888,CCFE7E70245693DAMASTERLP,Y
752,LOTE0050,100,03-07-2022 13:19:51,100,MASTER LP,100,C322C317ACE008C76F26E507,775AC44DB17FA82CMASTERLP,Y
753,LOTE0050,100,03-07-2022 13:19:53,100,MASTER LP,100,70E81EE35252C8F36A6BA7A3,0504BBB4265256B5MASTERLP,Y
754,LOTE0050,100,03-07-2022 13:19:59,100,MASTER LP,100,D645D4AD6A174A8259E39B0B,F76952C5E9899304MASTERLP,Y
755,LOTE0050,100,03-07-2022 13:20:01,100,MASTER LP,100,25D2E6720B0C84579D3D0D9A,468B91FC509719A0MASTERLP,Y
756,LOTE0050,100,03-07-2022 13:20:05,100,MASTER LP,100,B0D9624971D31FB8982C1D8C,ADEC997CC2F7CD29MASTERLP,Y
757,LOTE0050,100,03-07-2022 13:20:09,100,MASTER LP,100,3899E03F665F5E72C0B87633,1754932F499A3DD2MASTERLP,Y
758,LOTE0050,100,03-07-2022 13:20:12,100,MASTER LP,100,1696931B5124C5E531A223CC,0081D0180C8BB14BMASTERLP,Y
759,LOTE0050,100,03-07-2022 13:20:16,100,MASTER LP,100,D8518FCAEEC018CE1BF17983,648BA4F836FB1CBEMASTERLP,Y
760,LOTE0050,100,03-07-2022 13:20:18,100,MASTER LP,100,07BC280D5D9C0DDE37C77BB1,80CE70B405FEEB4AMASTERLP,Y
761,LOTE0050,100,03-07-2022 13:20:23,100,MASTER LP,100,68EEA22600A9958713CF4D3F,868F1A6363BF2619MASTERLP,Y
762,LOTE0050,100,03-07-2022 13:20:26,100,MASTER LP,100,45B750CC290B9FFBF1B9774C,934827AE6705C530MASTERLP,Y
763,LOTE0050,100,03-07-2022 13:20:31,100,MASTER LP,100,AFE91D5C2D46D9D173EE5426,B148CC02A216D69EMASTERLP,Y
764,LOTE0050,100,03-07-2022 13:20:36,100,MASTER LP,100,485A3745504A699494076850,D40C925A6A20E012MASTERLP,Y
765,LOTE0050,100,03-07-2022 13:20:38,100,MASTER LP,100,823924E78C64DD5A5661D75D,23E1F1F1234EF9AFMASTERLP,Y
766,LOTE0050,100,03-07-2022 13:20:41,100,MASTER LP,100,969852948FBA72C24277A083,C8DB169E0B528412MASTERLP,Y
767,LOTE0050,100,03-07-2022 13:20:45,100,MASTER LP,100,CD4D61334A4EB9C128959319,24E1BD8E5CE48228MASTERLP,Y
768,LOTE0050,100,03-07-2022 13:20:51,100,MASTER LP,100,78B2658957F3A97023373669,5365B44F75267E96MASTERLP,Y
769,LOTE0050,100,03-07-2022 13:20:56,100,MASTER LP,100,012339350A8E51DF36BCBCD6,733A4574F0717A23MASTERLP,Y
770,LOTE0050,100,03-07-2022 13:21:00,100,MASTER LP,100,8868309591411098AE1CC57B,B656955CE89A8E72MASTERLP,Y
771,LOTE0050,100,03-07-2022 13:21:05,100,MASTER LP,100,E63C47E310473673B9E2A09D,0245E80FE86619DDMASTERLP,Y
772,LOTE0050,100,03-07-2022 13:21:10,100,MASTER LP,100,88CD12D1C8521D84D0E8A606,EAFF3D92C5D1285BMASTERLP,Y
773,LOTE0050,100,03-07-2022 13:21:14,100,MASTER LP,100,C1AD6F74FECEDF4484297F86,E2F302A4158F0C52MASTERLP,Y
774,LOTE0050,100,03-07-2022 13:21:18,100,MASTER LP,100,6955A877F39FC1B72F5E5342,3201F65EA277678AMASTERLP,Y
775,LOTE0050,100,03-07-2022 13:21:22,100,MASTER LP,100,404A7286E50618B5E7C6B9CA,B2F7DF355B4EBEA6MASTERLP,Y
776,LOTE0050,100,03-07-2022 13:21:25,100,MASTER LP,100,02E0996D5A3F4D24A4F07684,B8B044DE1C0FF913MASTERLP,Y
777,LOTE0050,100,03-07-2022 13:21:27,100,MASTER LP,100,4C70BAA8F9E5A1A3CCECC6DD,EBB796B0F84CB243MASTERLP,Y
778,LOTE0050,100,03-07-2022 13:21:29,100,MASTER LP,100,E4FDDDEF6909CF6E34065BAB,3A3C5D2257120353MASTERLP,Y
779,LOTE0050,100,03-07-2022 13:21:34,100,MASTER LP,100,433D0FAD31DE21F9DC02912A,B8720C7F2DD02908MASTERLP,Y
780,LOTE0050,100,03-07-2022 13:21:37,100,MASTER LP,100,88854922CE20FBED1141EE50,62B9952C8DABF952MASTERLP,Y
781,LOTE0050,100,03-07-2022 13:21:43,100,MASTER LP,100,4C69D1BAF37DCA2CD85F86EA,B01521A6377B170EMASTERLP,Y
782,LOTE0050,100,03-07-2022 13:21:47,100,MASTER LP,100,E38A336E4056006DBBBB8B33,AB609CB534E94180MASTERLP,Y
783,LOTE0050,100,03-07-2022 13:21:53,100,MASTER LP,100,05D02BA6894F106FAE70B407,E53F47C0F7BA4B0FMASTERLP,Y
784,LOTE0050,100,03-07-2022 13:21:58,100,MASTER LP,100,5423A66AB194CFE1F33933F7,A4238690D0622124MASTERLP,Y
785,LOTE0050,100,03-07-2022 13:22:00,100,MASTER LP,100,36E66D2E89AE9DB5026D41D6,50B8AC6BEE668B45MASTERLP,Y
786,LOTE0050,100,03-07-2022 13:22:03,100,MASTER LP,100,52D6CB83F1B8E120FB974DB5,B4B24001E8916FBEMASTERLP,Y
787,LOTE0050,100,03-07-2022 13:22:09,100,MASTER LP,100,DB047C2D08B2295670AEA276,BBB52BEBF47061EDMASTERLP,Y
788,LOTE0050,100,03-07-2022 13:22:11,100,MASTER LP,100,B9B1DC972461A93FEDF839EE,5CD6A6DDCD3490CFMASTERLP,Y
789,LOTE0050,100,03-07-2022 13:22:13,100,MASTER LP,100,12C0422FCC83285CFACD2722,9C16221AF64BB866MASTERLP,Y
790,LOTE0050,100,03-07-2022 13:22:19,100,MASTER LP,100,0B0EA0ED54FBC6D5047C37B5,E49BE79F6BEAA3B5MASTERLP,Y
791,LOTE0050,100,03-07-2022 13:22:21,100,MASTER LP,100,492E9641482D040BE689B3B0,4354ADC59F39D091MASTERLP,Y
792,LOTE0050,100,03-07-2022 13:22:23,100,MASTER LP,100,421A97D1E6A649B0D8A4C0EF,899A93B3BD522CA3MASTERLP,Y
793,LOTE0050,100,03-07-2022 13:22:29,100,MASTER LP,100,77109AE1C6333F178FF5B3AE,1E27E7110FBE6A02MASTERLP,Y
794,LOTE0050,100,03-07-2022 13:22:32,100,MASTER LP,100,46D7BE271E6F11B3E131A08A,3AA8CD65EF8619B2MASTERLP,Y
795,LOTE0050,100,03-07-2022 13:22:35,100,MASTER LP,100,16AAA35C458EA7D503DF09A5,A32DC8285D27F046MASTERLP,Y
796,LOTE0050,100,03-07-2022 13:22:37,100,MASTER LP,100,105FE3B212FD5763DDA5F6A6,71648AB3ACE23BAFMASTERLP,Y
797,LOTE0050,100,03-07-2022 13:22:42,100,MASTER LP,100,C8598E5224B06369769996D5,6735EEFBDFA5FA83MASTERLP,Y
798,LOTE0050,100,03-07-2022 13:22:48,100,MASTER LP,100,71AF641209E31F45B630F66C,5545333B2C31A098MASTERLP,Y
799,LOTE0050,100,03-07-2022 13:22:50,100,MASTER LP,100,FE820CD591D84DAE74109DB8,3712F496AEFDC12FMASTERLP,Y
800,LOTE0050,800,05-07-2022 05:24:37,800,FLUATAC DUO,800,96F2E462147FE7D9B380FA7B,67F66223EF0809D8FLUATACDUO,Y
801,LOTE0050,800,05-07-2022 05:24:38,800,FLUATAC DUO,800,423AB76A1690A13FB1725273,E54DCD392A49FAD2FLUATACDUO,Y
802,LOTE0050,800,05-07-2022 05:24:39,800,FLUATAC DUO,800,FE76C4384C4BAB870DBC4898,A6528BC1515C8A1CFLUATACDUO,Y
803,LOTE0050,800,05-07-2022 05:24:42,800,FLUATAC DUO,800,B100589D916319EA749A1927,8A217A7E6CD4337EFLUATACDUO,Y
804,LOTE0050,800,05-07-2022 05:24:44,800,FLUATAC DUO,800,CA0C2FD70874D9E5A6AD8401,D4211559309CE8F1FLUATACDUO,Y
805,LOTE0050,800,05-07-2022 05:24:46,800,FLUATAC DUO,800,2291E02179CE7CBBF3CD957F,38B2E8EC7D0442CBFLUATACDUO,Y
806,LOTE0050,800,05-07-2022 05:24:48,800,FLUATAC DUO,800,643E2CE3C88945120C2B65E6,70FF88AEC64BF058FLUATACDUO,Y
807,LOTE0050,800,05-07-2022 05:24:50,800,FLUATAC DUO,800,2D2501694737A1E3802DDDA4,43D262F839616416FLUATACDUO,Y
808,LOTE0050,800,05-07-2022 05:24:53,800,FLUATAC DUO,800,89910D22F2D5101BBB08330F,4DE88663F8AE0938FLUATACDUO,Y
809,LOTE0050,800,05-07-2022 05:24:55,800,FLUATAC DUO,800,809B030CDEB1AFD3B5770214,48A7C8688BA4F92DFLUATACDUO,Y
810,LOTE0050,800,05-07-2022 05:24:58,800,FLUATAC DUO,800,7C8A4F19D26544ACE3277C59,6A010277C655522CFLUATACDUO,Y
811,LOTE0050,800,05-07-2022 05:24:59,800,FLUATAC DUO,800,7FAE5A921785F83F8D393A38,C4B77DB830F26EBFFLUATACDUO,Y
812,LOTE0050,800,05-07-2022 05:25:00,800,FLUATAC DUO,800,B1A21B33F053D65D5BEBEF3C,EAA4DE779856103CFLUATACDUO,Y
813,LOTE0050,800,05-07-2022 05:25:01,800,FLUATAC DUO,800,1E9444D28ABB2960A2178978,8ED8738E746932DAFLUATACDUO,Y
814,LOTE0050,800,05-07-2022 05:25:02,800,FLUATAC DUO,800,ED12EA192D3736B699B7F100,7C7BA8CF3B630290FLUATACDUO,Y
815,LOTE0050,800,05-07-2022 05:25:03,800,FLUATAC DUO,800,9FA755D758A7C61667F017FD,1D5528653A98F3E6FLUATACDUO,Y
816,LOTE0050,800,05-07-2022 05:25:06,800,FLUATAC DUO,800,4E9462DFF73B39ED5F8B5819,2C54924FDFE2FEBCFLUATACDUO,Y
817,LOTE0050,800,05-07-2022 05:25:09,800,FLUATAC DUO,800,AD92EC53AD78539CEA1C7386,209368FF56686D33FLUATACDUO,Y
818,LOTE0050,800,05-07-2022 05:25:11,800,FLUATAC DUO,800,73B7A02E1038948F08A37B6C,6739BF01F4784EBAFLUATACDUO,Y
819,LOTE0050,800,05-07-2022 05:25:14,800,FLUATAC DUO,800,4F1199E189DC6581A18487B3,39EAAACC75DE8E75FLUATACDUO,Y
820,LOTE0050,800,05-07-2022 05:25:16,800,FLUATAC DUO,800,C4EE6A674BA204AD7E5CA22B,C883DB82B7FCFED4FLUATACDUO,Y
821,LOTE0050,800,05-07-2022 05:25:18,800,FLUATAC DUO,800,92FC8701EE66DDBA2E680055,07793F6885D7FCA0FLUATACDUO,Y
822,LOTE0050,800,05-07-2022 05:25:21,800,FLUATAC DUO,800,2D77D72413482197A3BBBBB4,ABE68F5A0FDDA7EAFLUATACDUO,Y
823,LOTE0050,800,05-07-2022 05:25:22,800,FLUATAC DUO,800,332F3413277735377E39CF51,1CC4EEBDAE47DB2BFLUATACDUO,Y
824,LOTE0050,800,05-07-2022 05:25:23,800,FLUATAC DUO,800,97BF8DACF2BDD51FBF7AAEB1,5075195292C541ADFLUATACDUO,Y
825,LOTE0050,800,05-07-2022 05:25:25,800,FLUATAC DUO,800,9D57EEE4E713E5C7F2742EC3,F1002CE83CEF88E8FLUATACDUO,Y
826,LOTE0050,800,05-07-2022 05:25:27,800,FLUATAC DUO,800,1A7D87649606D301675B31BE,F222E99F6B377F39FLUATACDUO,Y
827,LOTE0050,800,05-07-2022 05:25:30,800,FLUATAC DUO,800,AEDC4671AB7432A57F186E0D,BB49D16F3E363DC8FLUATACDUO,Y
828,LOTE0050,800,05-07-2022 05:25:31,800,FLUATAC DUO,800,F9F6B39DDF882E9D81C49C0A,E427C25EAC6B15FDFLUATACDUO,Y
829,LOTE0050,800,05-07-2022 05:25:33,800,FLUATAC DUO,800,F97F437BD71B8B13D94B71FB,2BE10A4087C2736DFLUATACDUO,Y
830,LOTE0050,800,05-07-2022 05:25:35,800,FLUATAC DUO,800,777E14AA8577BEC5A08FD444,1AD81B6D7DF0FBC5FLUATACDUO,Y
831,LOTE0050,800,05-07-2022 05:25:37,800,FLUATAC DUO,800,B14F92CB39C8C63FDC3E7578,2FB67A9CC77FC2CFFLUATACDUO,Y
832,LOTE0050,800,05-07-2022 05:25:40,800,FLUATAC DUO,800,97695542A262EA54C97CB581,5498FD069603B4F5FLUATACDUO,Y
833,LOTE0050,800,05-07-2022 05:25:43,800,FLUATAC DUO,800,A82AADB45C24CAD625FE7566,A60F27893C6D5B58FLUATACDUO,Y
834,LOTE0050,800,05-07-2022 05:25:45,800,FLUATAC DUO,800,5FC885EF739648E004D9E783,54C8C98ADE75A8E7FLUATACDUO,Y
835,LOTE0050,800,05-07-2022 05:25:46,800,FLUATAC DUO,800,0402C8AA84D0E035F6912AB5,BD5B8D602C009117FLUATACDUO,Y
836,LOTE0050,800,05-07-2022 05:25:48,800,FLUATAC DUO,800,E48B8AD5152C05903DFAAF37,B2BE1D998F8E6EDCFLUATACDUO,Y
837,LOTE0050,800,05-07-2022 05:25:49,800,FLUATAC DUO,800,402C3F605CCE869F7F4CB977,75CEC2CB2CD5E0E6FLUATACDUO,Y
838,LOTE0050,800,05-07-2022 05:25:50,800,FLUATAC DUO,800,53BA3B53A9EFA35CD5ECE120,B64AB9EEF64BE8B7FLUATACDUO,Y
839,LOTE0050,800,05-07-2022 05:25:52,800,FLUATAC DUO,800,14F62E46250A3793ECC9C1D5,D7685AA8CD4B456AFLUATACDUO,Y
840,LOTE0050,800,05-07-2022 05:25:53,800,FLUATAC DUO,800,F8CA07BA6C19816506287EFA,FBD18E67EECBDAD2FLUATACDUO,Y
841,LOTE0050,800,05-07-2022 05:25:54,800,FLUATAC DUO,800,940B38DF29FE7E2031699D1C,8D75965EF4CB3C90FLUATACDUO,Y
842,LOTE0050,800,05-07-2022 05:25:57,800,FLUATAC DUO,800,8089C567CA2BED40C26EA063,203DC5906A568EEDFLUATACDUO,Y
843,LOTE0050,800,05-07-2022 05:26:00,800,FLUATAC DUO,800,2D7297650ECD1B7CE0171037,28353FC1E1C2411AFLUATACDUO,Y
844,LOTE0050,800,05-07-2022 05:26:03,800,FLUATAC DUO,800,83F7543408AB7BCC458C2E97,16E07074B261EF5DFLUATACDUO,Y
845,LOTE0050,800,05-07-2022 05:26:04,800,FLUATAC DUO,800,732E2A6C39364B52905CB72B,780D4D5A19A775A8FLUATACDUO,Y
846,LOTE0050,800,05-07-2022 05:26:05,800,FLUATAC DUO,800,2182BE12CF087F251C91B42C,26B730FD17D239A3FLUATACDUO,Y
847,LOTE0050,800,05-07-2022 05:26:06,800,FLUATAC DUO,800,E560F70B7E79DE86B3C255D5,916C90A6A36BCB86FLUATACDUO,Y
848,LOTE0050,800,05-07-2022 05:26:08,800,FLUATAC DUO,800,47EA7785B02833DE2F45D20B,50B370E69C6981B2FLUATACDUO,Y
849,LOTE0050,800,05-07-2022 05:26:09,800,FLUATAC DUO,800,315C1DCB648831BE31F9E919,B94B3ED062F765EAFLUATACDUO,Y
850,LOTE0050,800,05-07-2022 05:26:12,800,FLUATAC DUO,800,69EA0345393D3FA53FBBA727,87224AC189E61939FLUATACDUO,N
851,LOTE0050,800,05-07-2022 05:26:15,800,FLUATAC DUO,800,406B979BDAE18F8992A7DF23,127A2730B40FFB6CFLUATACDUO,Y
852,LOTE0050,800,05-07-2022 05:26:16,800,FLUATAC DUO,800,DF32B7F4F0586663632A09DD,08D7885D1B4A2072FLUATACDUO,Y
853,LOTE0050,800,05-07-2022 05:26:18,800,FLUATAC DUO,800,CCA7389729F1FCADB9FF5672,50CFE390F4C0CFA2FLUATACDUO,Y
854,LOTE0050,800,05-07-2022 05:26:20,800,FLUATAC DUO,800,EBCA64F01F807F5BE9CB1F3D,D5110F4EFDB2F2E3FLUATACDUO,Y
855,LOTE0050,800,05-07-2022 05:26:22,800,FLUATAC DUO,800,BB798AAA7A9ED02428E3DB48,81830720D4496CC4FLUATACDUO,Y
856,LOTE0050,800,05-07-2022 05:26:24,800,FLUATAC DUO,800,8D5D32CB8EF498D066365B78,DE48CEFEA54BFAD5FLUATACDUO,Y
857,LOTE0050,800,05-07-2022 05:26:27,800,FLUATAC DUO,800,C1B8D7B2041B83CE2C9350CD,E26844371F9ED187FLUATACDUO,Y
858,LOTE0050,800,05-07-2022 05:26:28,800,FLUATAC DUO,800,672623298CCC93E823245461,828DD8198DABA7CAFLUATACDUO,Y
859,LOTE0050,800,05-07-2022 05:26:30,800,FLUATAC DUO,800,B51AAC2DB6F6B74B0C763CFD,629B022D232E56CFFLUATACDUO,Y
860,LOTE0050,800,05-07-2022 05:26:32,800,FLUATAC DUO,800,5A52931CC594C0BCDBA5DC8D,3263FD69169F4318FLUATACDUO,Y
861,LOTE0050,800,05-07-2022 05:26:33,800,FLUATAC DUO,800,A72A5C794A265AF6D6E7EE57,170596BFB1A05B8BFLUATACDUO,Y
862,LOTE0050,800,05-07-2022 05:26:35,800,FLUATAC DUO,800,E8A36771806DED018A72288F,D30B3C4379B4E86FFLUATACDUO,Y
863,LOTE0050,800,05-07-2022 05:26:38,800,FLUATAC DUO,800,7F8E5B650A69B8E28877E838,41FD451D083B96D2FLUATACDUO,Y
864,LOTE0050,800,05-07-2022 05:26:41,800,FLUATAC DUO,800,ECCA384ADEAF8E5E2BBF3F6E,F44BD7444DD5FDCDFLUATACDUO,Y
865,LOTE0050,800,05-07-2022 05:26:44,800,FLUATAC DUO,800,9565BB4E2D49DCF82B76C897,FE2991F37A432576FLUATACDUO,Y
866,LOTE0050,800,05-07-2022 05:26:47,800,FLUATAC DUO,800,081084C55D36C6F8D583B65E,AE3123F56E059A7FFLUATACDUO,Y
867,LOTE0050,800,05-07-2022 05:26:48,800,FLUATAC DUO,800,11BE7564A852D35B49B3AB7F,864FF63C4DA95BC1FLUATACDUO,Y
868,LOTE0050,800,05-07-2022 05:26:49,800,FLUATAC DUO,800,BA82A44AB2483424CCBBB0E7,4BF104AAEF6FF5C4FLUATACDUO,Y
869,LOTE0050,800,05-07-2022 05:26:51,800,FLUATAC DUO,800,BA7085D5AD2B50BF63A0023D,886D484E49438FD9FLUATACDUO,Y
870,LOTE0050,800,05-07-2022 05:26:54,800,FLUATAC DUO,800,4DAB96DC6D15512AA34AE172,0B7E105B41AB0AD8FLUATACDUO,Y
871,LOTE0050,800,05-07-2022 05:26:56,800,FLUATAC DUO,800,55137896A4FD008F5B7EFF66,28A086AF720D149FFLUATACDUO,Y
872,LOTE0050,800,05-07-2022 05:26:58,800,FLUATAC DUO,800,E8B6A98DA6D7B4190771275A,E92FA22437992E6EFLUATACDUO,Y
873,LOTE0050,800,05-07-2022 05:26:59,800,FLUATAC DUO,800,099B5CFF9C3DAFEDC3CF0A55,69CDAFF0ED494251FLUATACDUO,Y
874,LOTE0050,800,05-07-2022 05:27:00,800,FLUATAC DUO,800,BAB7888E438EB50B4C5615D2,571BAB37C20DC2A6FLUATACDUO,Y
875,LOTE0050,800,05-07-2022 05:27:03,800,FLUATAC DUO,800,F8D61E70384E5E23172EDA08,2B66C0A0D7D57ACAFLUATACDUO,Y
876,LOTE0050,800,05-07-2022 05:27:04,800,FLUATAC DUO,800,36C2B27992548066705F4E90,BFA0A8C9C622542FFLUATACDUO,Y
877,LOTE0050,800,05-07-2022 05:27:07,800,FLUATAC DUO,800,78C201155F46E754669F9B9D,6286BCE0FE402B60FLUATACDUO,Y
878,LOTE0050,800,05-07-2022 05:27:10,800,FLUATAC DUO,800,95C41A588F71C3736B8D6982,0234AB661904D0A3FLUATACDUO,Y
879,LOTE0050,800,05-07-2022 05:27:12,800,FLUATAC DUO,800,2FF6C54C319EAE93DF3B97E5,5E7B591B49AEFAD1FLUATACDUO,Y
880,LOTE0050,800,05-07-2022 05:27:14,800,FLUATAC DUO,800,D15D0E8D7E678D1CEC4C192B,06795663E357AB12FLUATACDUO,Y
881,LOTE0050,800,05-07-2022 05:27:16,800,FLUATAC DUO,800,7D9679CF6B534CD3D1D814F0,587B3930088EBE09FLUATACDUO,Y
882,LOTE0050,800,05-07-2022 05:27:19,800,FLUATAC DUO,800,34C1A0F5497B153F1FF72005,947978A485CF1132FLUATACDUO,Y
